,review_id,user_id,business_id,stars,useful,funny,cool,text,date
2575852,kZr2_67q748ZKMKS3w1KKw,wVSVkfl2tl5Q3csrVy2bOQ,RESDUcs7fIiihp38-d6_6g,4,0,0,0,$80 for 2 at lunch. It's Vegas so that's not my gripe. My problem was that there is almost nothing for my wife who is a vegetarian. Otherwise the food was above other buffets. Each item that I ate tastes like it was from a restaurant and not a mass produced Buffett. Desserts were awesome as well. May not come back because my wife can't eat anything here.,2014-05-14 22:59:49
2575937,o93Zs2puwSi5r98kXssy0Q,tWP-cEE7mmlh2_SDP5nvTw,RESDUcs7fIiihp38-d6_6g,4,0,0,0,"really like this buffet..  different styles of cuisine sectioned off..  prime rib was good, mashed taters and gravy was good, crab legs are awesome, raw oysters are good..  the desserts were ok too..  the macarons were ok, only the vanilla flavor tasted right and had the right consistency..  only thing i wasn't really a fan of was the mexican and chinese stuff

the staff is really nice too..  everywhere is clean and gets cleaned up very quickly",2014-08-30 22:43:51
2575945,R8LJHarVssSyHkJXK9H7Jg,eKhIZuHdxKEmFkIZ-esCSg,RESDUcs7fIiihp38-d6_6g,1,0,0,0,The food is excellent here but the service is disappointing. The waiter just came once to serve drinks and then he never showed up. We left he buffet after an hour or so without any water or drinks.,2017-04-24 21:06:15
2576017,P-6Khl02veBlR77NXWgxbg,kK3ZNvvGSxir_PJyp6SJTg,RESDUcs7fIiihp38-d6_6g,1,0,0,0,"We went there Jan 2,2013.  After a very long wait, almost two hours, we were seated. Then we realized we had more lines to wait in. 20 minutes every time we wanted seafood,  thirty for meat. There were four of us and rarely were we at our table together.  Food was not that great. Would not go back.",2013-01-07 05:26:29
2576101,CLk57DEKBYE0Co81tImOCg,gfijDPjqEJDnpIlOHLFY6A,RESDUcs7fIiihp38-d6_6g,3,0,1,0,"I have stayed at Ceasars many times, and love it, but I'm not much of a buffet fan, so have not had a desire to visit bacchanal. Came with some family and they had some vouchers, so decided to try it out for brunch (tried as much as I could). The ambiance is nice, clean, and the staff was attentive. 
As far as the food goes, there's a wide variety. I started with hash browns and eggs Benedict (my favorite) but was disappointed. They were both cold (like cold). If it was warm under the lamp, by the time I got to the table it was cold. The Hollandaise sauce was almost sour tasting. So I skipped it after 2 small bites. Went back for bacon, sausage, and biscuit with gravy. The biscuit was hard and cold! Quit after 2 bites. Yikes. So I went back for redemption and found it with a huevos rancheros. That was great. Served in an individual mini serving pot and it was warm. Nice carving station, but hate to say it again, ham was cold too. Favorite was mashed potatoes, carrots, mushrooms and chicken piccata (probably the only things I ate more than 2 bites of).  Shrimp was meaty but didn't taste fresh (were bland) and cocktail sauce wasn't good enough to cover it up.  Would highly recommend getting an omelette because it's made to order and HOT. 
What I didn't try, but observed: lots of seafood, but honestly didn't look appetizing, sushi included. And I am a seafood/sushi lover. Prime rib looked great. Pizza, fried chicken and waffle, etc looked good too. 
There's a nice, but simple dessert selection (I've seen more eloquent selections at other buffets. Lots of muffins, croissants, cookies with a small variety of mousse, cheesecake, molten lava cake, gelato, etc and fruit was good too. Favorites were mini pecan pies and raspberry mousse.
Overall, I gave a 3 because it was mediocre especially for the price. Although we only paid $75 for 3 of us, I would NEVER RETURN to pay that price, let alone the full price of $40-50 per person. There are so many other great places to try where you can spend a bit more and get a hearty, filling and cohesive meal.",2017-01-19 03:14:38
2576103,-bvo-YLE6ncmINP6IYn1gA,lvmFD5fnWaP1QLIm5IoxYQ,RESDUcs7fIiihp38-d6_6g,5,1,0,1,Went with the Groupon. They let you come anytime before 3:00 sun-thurs. we arrived at 2:50 and got to have the full dinner buffet for a brunch price - biggest change was more premium items like lamb and seafood selections and they had king crab along with the snow. Go to the Italian section at dinner time and behind the frosted glass a chef is serving up steamed crab. Much tastier than the cut in half cold crab in the seafood section. The dessert area is what I found to be the most noticeable advantage of this whole buffet. We liked it so much we bought another Groupon to use the next day! They had seasonal pumpkin beer on draft and the mimosa was strong!,2017-09-24 02:49:25
2576215,IZO6o6l-T8VKH-4eTzJNzw,KGGA28eimhhOgHmSfyhEgw,RESDUcs7fIiihp38-d6_6g,3,0,0,0,"Great buffet and beautiful food presentation. I came for brunch on Christmas Holiday and there was no line, so that was probably the highlight of the eatery. I wouldn't pay $70 for this buffet again being that I had to wait in line for 15-20minutes for warm crab legs. They need to find a better method for serving the most demanded item in their buffet. I say try it once but don't expect to get your food ""right away"" at this buffet.",2015-12-29 05:31:35
2576278,y_P73iHNhPuXqIsO_g2duA,lSkEABKQ7P10M55zMNptGQ,RESDUcs7fIiihp38-d6_6g,5,0,0,0,Absolutely amazing! !!!!!!! Would recommend to everyone. They have anything you could imagine and its all very high quality,2015-04-21 03:19:16
2576324,t_mQlut4KEi2vP0RLCFe4w,X8yFRz6JYLRSe9dUtI6DiA,RESDUcs7fIiihp38-d6_6g,4,0,0,0,Very good buffet. Awesome oxtail soup. All you can eat macaroons!!,2014-03-02 21:04:55
2576413,QHe72IXxcBQqfZU4yFqXow,2OtX6Om8_7HwN4YSprdWtA,RESDUcs7fIiihp38-d6_6g,3,0,0,0,"A new update of my latest visit, On a Sunday. 
We checked in at the kiosk at 2:09PM. It advised us that our wait would be between 34-45 minutes. 
We were charged the dinner price although we made it during lunch time. It wasn't as great as the previous visits we've had. They no longer serve some of our favorites, especially the Mochi ice cream. Quite the disappointment this time around. Might skip on this buffet the next trip and eventually hopefully they will pick back up again...",2016-08-06 21:12:23
2576516,F9RWIpIFQGkcISCmd3G3ZA,C8HJdSggJI_MC58vTDBE3g,RESDUcs7fIiihp38-d6_6g,4,0,0,0,"I was not disappointed with this buffet!

We approached the restaurant around a quarter to 4, we were able to walk up to the cashier. Grace greeted us with a warm hello and rung us up for $75 dinner. Our hostess lead us to our table and within 30 seconds, Alvaro came to get our drink order. I like to stick with water as anything else just adds to making me full even faster. 

Alvaro suggested we start with the seafood as it wouldn't fill us up so quickly. The selections included King crab legs, stone crabs, mussels, oysters and shrimp cocktail. They had tapas of shrimp and grits which were quite delish!

As the day went on, I found myself getting up 6 other times which I didn't mind at all. After all, I will go above and beyond for my favorite activity, eating.

I can't wait to go back for Brunch as they serve Chinese donuts! I just have to give myself some time before having that much to eat again. I suggest if you do plan to go for dinner, go before 4:30 to beat the huge dinner crowd. I for one am not patient enough to wait in 2 hour lines, now matter how good the food may be.",2012-09-19 03:02:11
2576574,8L8axKTgnDk8wNPbAHLY5g,13m1o7XsVfSDESEPmkfXng,RESDUcs7fIiihp38-d6_6g,5,2,1,0,"Hmmmm... where do I start? Ah yes... the infamous buffet, Bacchanal buffet. To begin, I'm not the type of guy to stuff my face for hours and hours until I have to be rolled out like Homer Simpson.  After doing some extensive research, I decided to try Bacchanal and was not disappointed one bit.  

Highlights:
-Definitely come here before 3pm to get lunch prices ($35/pp), they begin to roll out the good stuff after 3pm
-Different stations, seafood, cured meats, asian, italian, mexican, american and desserts
-I really like the lamb chops and prime rib. The wagyu sliders and lobster corn chowder was pretty good too.  I also like the oysters here as well.


To sum up, after a 2.5 hr non-stop feast for kings, I left with my stomach stuffed, face happy, and a double chin to come with it.  Yea, I'm pretty happy. =)",2013-03-03 02:02:25
2576583,66p3Dn3RgO9qe3WXQ2nOfA,YySgItMZ8hHNJFVID1lz3g,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"I absolutely love this buffet. However the lines can be quite long and crazy at times.
However the food is absolutely fantastic. The food is already proportioned out so that you know that your food hasn't been sitting out for the past few hours. I appreciate the fact that the crab legs are precut and that you can can ask the chef at the station to reheat your crab legs so that they are hot. But the real reason that I love to go.... The dessert station.",2014-11-19 08:57:49
2576771,bpr_x042zbkdy80HAa7SNQ,SHaD3Xf6anwY8hIRoYeDXQ,RESDUcs7fIiihp38-d6_6g,3,2,1,1,"In the past, when we wanted a good seafood buffet, we used to head to the Flamingo for their Friday night seafood buffet.  The price wasn't bad and the seafood, although not great, was better than you could find at the other buffets in town.  Unfortunately, the price went up and the quality of the food went down.  We checked out a other places, but few had a decent selection of seafood.

We heard some good reports of the Bacchanal Buffet at Caesars and decided to check it out.  Once we navigated our way through the casino to find the buffet we were greeted by a long line waiting to get in.  Although there were probably at least 100 people in front of us, the line moved rather quickly and we didn't wait that long.  The price was about $45, but you can spend another $15 to move to the head of the line.  

Once in and seated you see the size of the serving areas--at least twice as large as any of the others we've been to.  They claim to have over 500 items on the menu.  We didn't stop to count them all, but that number probably includes all the sauces and different flavors of gelato.  

We tried sampling as many of the different dishes that we could.  Here's a quick overview of the different stations:

* Seafood - this is what we came for.  Lots of choices including the standard shrimp and crab legs.

* American Comfort - really good sweet potato tots.  The onion rings were ok, but nothing great.

* Italian - Some good pasta and pizza choices here.  Didn't eat a lot since I tend to overstuff myself when eating pasta.  

* Deli - lots of choices although some are the standard Tillamook cheeses I can pick up at Smith's.

* Salad - large selection of greens and toppings.  Also a good selection of fruits and prepared salads.  Although we like salads, we tend to avoid them at buffets since they fill you up and don't leave room for the other items.

* Carving - lots of choices, but the good stuff goes quick and you have to go back multiple times to see what's available.  Unfortunately, this was the worst station in the buffet.  Most of the meats were served cold and the ones that weren't were dried out.

* Mexican - didn't try since neither of us is a fan of TexMex.

* Sushi - tried a couple of the items (the tuna and salmon sashimi).  Ok, but not really our style.

* Oriental section - My favorite station.  Everything I tried here was fantastic.  Hit this station multiple times.

* Dessert - this is probably where most of their 500 items are.  Lots of cakes, pies, gelatos and other desserts to choose from if you have room left after eating everything else.  I had the red velvet cake (dry) and the bread pudding (better at Golden Corral).

Here are some of the high/lowlights of some of the individual items that we sampled:

* King crab legs - the ones on display are cold and you'll probably find a few that are still frozen.  Not much fun biting into a crabcicle.  They will cook them for you and we'd recommend that if you like your crab warm.

* Shrimp--wow, they're already peeled.  They are on the large/jumbo size so they can have a mealy texture at times.

* Clam buckets - not bad, but most of my clam shells were missing their clams.  Had to get multiple buckets to get all the clams I wanted.

* Steamed Mussels - Ok, but after they're cooked they put them on ice.  They're just not as good that way as freshly steamed dipped in butter.

* Oyster shooters - best to avoid.  Something just doesn't smell right with them and some folks have complained about being sick after trying one.

* Oysters - they're west coast oysters, so there not as good as we could get in DC. They weren't bad, but we wouldn't recommend them unless you really have a craving for oysters.

* Crab cakes/croquettes - very good

* Wagyu sliders - delicious, although try to grab them when they're first put out; otherwise the rolls tend to dry out.

* Prime Rib - sorry, I prefer my cooked meat warm, not cold.  That may have had something to with the texture of the meat.  Had better at The Feast at Santa Fe Station.

* Lamb chops - delicious.  I probably ate more of these than anything else.

* Chinese ribs - ok, but not that tender.  The meat should almost fall off the bone if they're done right.

* Har Gow - a Chinese shrimp dumpling served in dim sum.  Never had one of these before and they were fantastic.  I'm not sure how many times I went back for more, but I grabbed some every time I visited the station.

Overall, it wasn't bad, but it really wasn't great either.  There's a large selection of items to choose from so no one should go hungry.  Is it worth $50 per person?  I didn't think it was that night.  Maybe they just had an off night on the carving station.  The meats looked good, but just weren't cooked right--this was what knocked the rating down to 3 stars.  We'll probably try it again, because even if you avoid the carving station, there are still plenty of other things to choose from.",2013-06-06 17:16:26
2576862,bZKIeatcNw6q_YeyQWaL9A,PSFfIU7xerAAzDNhqyfRWw,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"I have a couple of disclosures.  One i am a seven star member (that is the highest rated player).  Two i never pay for food at any of the caesars group hotels.

I really liked the buffet.  The selection is huge.  The food is really good.  The desserts are incredible.  But what i liked most of all was every time i went to refill my plate, when i came back my plate was cleared and i had a fresh utensil set.

I know i sit in a special section but this made my experience perfect.  I have eaten here several times and always had a great experience.",2014-08-17 17:32:17
2576942,e4dc6A4La4P2T2wz-v5ShQ,Xp8kYBTdGXVk4wY7jVUaEQ,RESDUcs7fIiihp38-d6_6g,1,0,0,0,If you come to Bacchanal buffet expect to bring a large group because if you only have a party of two people they will by pass you first...had that first experience today and they told me that they didn't have tables and when I got in lots of open tables and the hostess staff very very rude and not caring at all they will brush you off!,2017-08-02 02:03:04
2576996,P_gnZd_UnTqxnJ7g0A_OcQ,6nvUppVogRTTwZCgaYCPjw,RESDUcs7fIiihp38-d6_6g,3,4,1,3,"Nothing quite impressed me here although the decor and the sheer size of options of the dessert island to the drink bar was spectacular. Other than that, the 90 minute wait for a $62.00 meal ($125.00 for boyfriend and I after tax) for very average food was underwhelming to say the least. Really be prepared for the insane wait as we lucked out and only managed to wait and hour and half whereas others were waiting much longer times.

I'm not much of a seafood fan so I didn't get to utilize the full benefit of the crab leg section as most people do at a buffet. I ended up trying a little bit of all their meat bar, their artisan sausage was the best in my opinion: It was tender and full of flavor. Their steak piece was on the dry side as well as their prime rib. Although their lamb chops was pretty delicious. Second round went to a series of different things, I managed to eat a heapful of their seaweed salad (bombassdigity!) and I tried some of their Chinese BBQ pork which was impressively very good. Subtle sweetness from the honey on the outer layer with tender meat in the center was how my grandmother makes it at home.

The boyfriend and friends all had the sushi which was subpar according to them, but they loved the horchata that was available at the drink bar which consisted a cool selection of other juices like mango, guava, and pineapple. I'm not much of a sweets person so I didn't get anything from the dessert section, but the guys loved the gelato (Nutella seemed like the overall winner).

The service was slow AF though, our plates were rarely collected and so they started to stack on the table which made it difficult to eat on the table and we kept wondering where the staff was when we needed water refills.

Like I stated before, I wasn't impressed, especially for the price I'd think the quality would've been better (felt almost like a standard buffet quality). Would I come again? Probably not, I'd rather spend my money elsewhere, but definitely worth at least one visit if you've never been.",2016-08-16 15:32:27
2577038,cATM7SwG5d3f1e8UfZJB7Q,uanjUJcdqeQSVa6D8VHy1Q,RESDUcs7fIiihp38-d6_6g,5,2,2,2,"Can't come to vegas without eating at Bacchanal! I recommend this buffet to anyone who has never tried it because I promise they won't be disappointed. Yes, it is always packed and there is always such a long wait but honestly any buffet worth it's salt is going to have tons of people wanting to eat there. They actually improved their system by installing these kiosks at the front. You put your name and number of people in your party and it tells you when to come back. Faster and you don't waste your time standing in line, you can go take a nap or gamble or do whatever you want. Yes, it is a bit on the pricey side but honestly for the variety and quality of food they offer I think it is so worth it. I love their seafood offerings, especially the oysters and crab legs. After a dozen oysters, I feel like I've gotten my money's worth right there. The charcuterie section is fun to nibble on and I'm a sucker for the Asian food section...pho, ramen, and porridge. What other buffet really has that?! Not to mention, the dessert offerings are to die for. I try to leave more than enough room for dessert because I want to eat EVERYTHING! Bacchanal is food heaven to me.",2014-02-09 19:40:10
2577042,cZ3sCctUJxr92SvHM8O2ng,JB9mRh-ePQKqaIE6ojmvig,RESDUcs7fIiihp38-d6_6g,1,0,1,0,"Food is wayyyyy too salty and lots of msg. I think that's their technique for making profits. More salt and msg makes you want to drink beverage, which fills up your stomach but also their bank account.",2016-07-28 21:33:00
2577068,7mI_qdq_b-_EOBN-tjk9lA,FupbUDKwsiLnJ2epwYs9pw,RESDUcs7fIiihp38-d6_6g,4,0,0,0,"This is without a doubt the best buffet I've been to.  The selection is huge and indulgent, which is definitely the whole point.  Of course, don't go here and expect the dim sum to be the best dim sum or the tacos to be the best tacos, but the overall vastness of the variety is second to none and the average quality of each item is definitely above average for buffet.  When you feel a need for excess eating this is the best place to go.  The wait is brutal, but you can pay extra to skip the first line, which is definitely worth it if you don't feel like playing video poker for a couple hours.",2016-04-27 05:16:20
2577071,tpdUD4SkWzY09VE17xnwig,jkfYfwtJBUamD-j5-QOvEQ,RESDUcs7fIiihp38-d6_6g,3,0,0,0,"The different foods are hit or miss. I commend the asian section for its efforts - but the dim sum was sub par, and the char siu was decent. We expected more from the reviews and the price tag. We went for lunch, and even then, we felt we paid more than necessary for the rude service and unimpressive food. A lot of the presentation of the food is wonderful. The aisles are clean, most of it was fresh and hot. There are no spills or stickiness on the counter tops, and all the chefs pay close attention to these things. Our waitress came by maybe twice to refill our soda/water. The other waitresses were loud, talked among their coworkers rudely about customers, and we had to ask one where our waitress was, since we hadn't seen her in a while. The only exception to the customer service was the woman at the entrance of the buffet. She had a great attitude and was exceptionally kind to us. 

We tried almost everything on the buffet. The Mac & Cheese was nothing to write home about, though the Kobe sliders were great and were restocked multiple times during our hour visit. I quite liked the ""American"" section. The sweet potato pots were fantastic, and the veggies were well cooked and delicious. The salad bar, like any salad bar, had fresh ingredients and there was a large array to choose from. With the price tag, that's to be expected. The meats were cooked really well, though the prime rib could have been a bit better. There were made to order tacos and fajitas. I enjoyed these a lot, and the salsa & chips to go with it. They also included drinks that you wouldn't normally find out and about, such as fresh fruit juices squeezed into decorative plastic bottles. We tried the Watermelon and it was very good. Down the line, you'll find Italian eats. I was unimpressed with the selection there. There was a lasagna, and 3-4 other types of pasta. All of them were unfamiliar to me and most were spicy. The selection bummed me out quite a bit. I tried a spoon full of everything, and I'd say definitely pass on the Italian during lunch periods. The seafood was just seafood. Nothing horrible, nothing special. The desserts were where I was the happiest. There were some that were inconsistent with the sweetness and lacked any luster, but others were spot on. I really enjoyed this area of the buffet, particularly the cheesecake, brownies, fudge, and creme brule. 

The biggest wow factor is just the sheer amount of food available. Next to that, the presentation is quite pretty. I won't say that it's bad food. It just wasn't all that spectacular. The dining area is clean and quite large, so you don't feel cramped or stuffed in. The decor is simple and elegant, and strays away from the overly garish that gives Las Vegas its reputation. That being said, we went to other buffets in Vegas, such as the MGM, and I preferred the flavors there to hundreds of dishes that mostly miss. The Bacchanal puts on a hearty display, but falls short in key areas such as seafood and ethnic foods. We blamed it on coming during the lunch hour, presuming that had we chosen dinner, the foods would have been prepared with a lot more finesse.",2014-12-24 07:39:35
2577150,jq5Y8PkM1QPRAnkX_6Zs2w,lLGJRYhsi8caYOvZMEMkJQ,RESDUcs7fIiihp38-d6_6g,1,0,0,0,"Holiday pricing does not equal holiday menu! NONEXISTENT king crab legs left us paying $60/person for just snow crab legs. Bellagio had king crab for 75% of the price.

There were definitely a lot less than 500 items at this buffet, unless they are counting soy sauce and other condiments as an ""item."" Buffet was a lot smaller than expected. 

The whole kiosk ticket thing makes your day revolve around the buffet. The later wait times were 400 minutes + and then you wait for another two hours to pay... And then another line to get seated...and more lines inside for food. We invested 7 hours total from start to finish.. Not worth it when you're on a time crunch or just not worth your sanity, period. Lots of people didn't even know about this ticket thing and it's not even mentioned on the website. That's very poor communication. I only knew about it because of my fellow yelpers. Heart!

Food was hit or miss. The lamb chops were very well prepared, but the cod was dryer than brawny paper towels. Some of the dishes had been sitting under the light for so long, they hardened and dried out. The deserts were disappointing, although the gelato was decent.

One time is enough.. And even that is a Rip off. I think Studio B is still one of the best value buffets. Alcohol included in the $15.99 weekday lunch buffet.",2014-12-25 07:57:14
2577206,E3VjiK8ene-LUQn67jfZhA,dvXn4fiE6z2dgKSvIO2wXg,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"BEST. BUFFET. EVER. EVER.

Never thought I'd give a buffet 5 stars, but this place impressed us so much. We went for breakfast and dinner and likely left Las Vegas a few pounds heavier due to all the awesome food. This was top notch, restaurant quality food served in buffet form. I see people complain about spending over $55 for one buffet dinner, but honestly, where else can you get unlimited crab legs, stone crab claws, shrimp, oysters, prime rib, beef brisket, sausage, pho, ramen, made-to-order crepes, gelato...the list goes on and on and on...all for around $55.  Nowhere else! This is it, and it's an incredible value. Even if you only take one trip through for surf and turf with sides, that's your money's worth right there. And again, I have to stress the high quality of this food. (Sure, if you only get a tiny plate or salad, then yes, you've wasted money, but only have yourself to blame.)

The people cooking/prepping at each food station work hard to maintain the quality, and it shows. Is every single item they put out perfect? No. But the majority of the items are great. There was even a chocolate cake pop at the dessert station that completely blew my mind.  A cake pop!!  And did I mention that the selection is so wide and varied that I think a normal person would need at least 4-5 visits at different times of day to experience a bit of it all? Other Yelp reviewers go over the different food stations so I won't repeat that here.  Suffice to say there was just so much good food!

As for service, it was generally good. Our first server was slow with drinks/refills, but on a different visit the server was spot on. Separate bussers go from table to table clearing old plates.  We never had a dirty plate stay too long at our table.

I will note that there was no long line the times we went mid-week so that added to my positive review. Also, we had our young grade school age kids with us, and they enjoyed it too.

Exceeded our expectations and was an unexpected highlight of our trip. 5 stars.",2015-06-15 07:12:59
2577221,7mwSFiyFB-MEerkd-i2eFQ,T4aQOQgDzORlEcWOz6pzVg,RESDUcs7fIiihp38-d6_6g,4,1,0,0,"The food is good, but the wait time is ridiculous. We waited for two hours, so to make up for the wait, we ate for about two hours!",2013-03-04 02:26:17
2577245,vNzPo-A64UU3KeXXv1ULFg,i1U1fWNgoU3ffHvnWk9kjw,RESDUcs7fIiihp38-d6_6g,4,0,0,0,"Tons of food, good quality.  The only thing was their prime rib wasn't that good but everything else was pretty good.",2018-08-28 01:37:27
2577298,-WFf8TV0sgxTNIorM0Ao8g,vRYjn0Ip0Zu7SnJYQp9P3Q,RESDUcs7fIiihp38-d6_6g,5,4,0,0,"Once you digest the price of this buffet, you can enjoy one of the higher end buffets out there. The Bellagio is the best priced buffet in my opinion but this Bacchanal Buffet is the best tasting buffet I've been to. 

Price: $44.99 / $43.99 (TR Member). You pay a reduced rate of $25 if you have the buffet of buffet pass. (Separate Review of the BoB pass) 

Is $45 per person the best use of money? Probably not unless you're going to drink a lot of champagne / mimosas (only until 3pm). Which we did :)

We ended up going twice within a 24 hr period and my first mistake was going straight for the buffet food. On the 2nd visit, I sipped my coffee while eating dessert as my appetizer.  

WAIT: The buffet opens at 8am on the weekends. We had no wait on Saturday at 8:30am and about a 15 min wait on Sunday. I've read that some people have waiting over two hours for this thing and I just don't think that's good planning. Go early or avoid peak lunch / dinner times. 

SERVICE: The cashiers, host, waitress (Sat - Maria R), waiter (Sun - Hector) were all first class. Each person really provided great service on each visit and we rarely had to ask for refills. 

FOOD: The food there was 98% fresh and made that day. The seafood selection was top notch and I always say that you can spot a good seafood buffet when you see us minorities constantly up in the mix there. They have U12 shrimp that's very fresh and the crab legs are cracked so that it's easy to pick out the meat. The Asian selection at the far end of the buffet was great. 

What sets this food apart from the other buffets is that you feel like most dishes have a personal signature on them. While the line cooks are there making the food, it's obvious that a chef crafted many of the meals there and it's translated well. 

There were some dishes that looked like leftovers from the light before but even the batter on the chicken with the waffles was really flavorful. 

They do need to get rid of those plastic looking cheeseburger sliders. They're like hockey pucks. They just don't have a long shelf life and other people have commented about them here. 

Would I go again at $45 a pop. YEP but not at peak times and I'd go before 3pm on the weekend when they have unlimited mimosas / champagne.",2014-03-22 20:35:18
2577449,GJVIey_xv9dh4nqp8-_hAA,RpOH-RfZLNiYHAHSbmGpPg,RESDUcs7fIiihp38-d6_6g,5,2,0,1,"First...thank you Yelpers with positive ratings.  Bacchanal Buffett It is everything and then some!  I started brunch at 12:30 for breakfast and stayed until 4pm for early dinner.  I wished I took pictures of my plate""s"" but I enjoyed eating too much to stop!  For anyone that hasn't been make this your first buffet stop on your visit.  Make sure you wear your ""stretchy ""pants and loose shirts and block out some time because you are not going to want to leave after a couple of plates.  

I paid $60 for the buffet and all you can drink (Champagne, Mimosa & Beer).  Well worth it, my server Socorro was awesome and she was attentive. The vibe is very modern And contemporary not your cafeteria style dining area!",2017-02-23 00:53:47
2577487,-BgeC94tQY2kBVhnhwEEeg,9gFTN1Mm31OQcRKSmZOPiw,RESDUcs7fIiihp38-d6_6g,4,1,0,0,"I don't know if I can ever give any buffet 5 stars because I always walk away from one hating myself a little bit. Bacchanal is pricy (~$33 for lunch on a weekday) so you will see people including myself overeat here to try to get their ""money's worth"". I will say though, when I first entered this restaurant, I felt a sense of wonderment with the amazing variety of the food. Everything here was tasty...just remember, all things are better in moderation!",2013-05-16 19:41:14
2577510,hWICSzGw7bmaBukqEgoCpQ,20VlNq1zu8gzJ8g_tNByBQ,RESDUcs7fIiihp38-d6_6g,3,1,0,0,"It was okay, nothing special. I liked the oxtail soup and the poki salad. The boiled crab legs were good. Prime rib was dry. Desserts were awesome.",2014-07-20 01:55:25
2577611,nqe98sytyXP_0NlVYvHudg,doOTkUPMutPwo5iIXmxTQQ,RESDUcs7fIiihp38-d6_6g,4,0,0,0,"The food at this buffet is AMAZING! Pretty pricy but considering the foods that are provided, understandable. VERY CROWDED! Lines can be anywhere from 45 minutes to 3 hours (depending on what times you go at). Exquisite food that is always changing on a day to day basis and AMAZING desserts :). Very good :)",2017-07-02 21:49:07
2577673,9ESS54SvasoCZsyD95DT3w,fuHijkiFOuShkWN-84EhMg,RESDUcs7fIiihp38-d6_6g,4,2,0,0,"I give this place 4 stars because it takes so freaking long to wait in line, and the layout of the buffet could be better.  The food is great though!",2013-02-28 08:00:28
2577705,p2nUgRrh4yX5gA5qCt_KIg,z2ZUWtoHJ6xoV04SkbhrSw,RESDUcs7fIiihp38-d6_6g,5,2,0,1,"A new king of the buffets has been crowned in Las Vegas for me. Everything top to bottom was outstanding (except the price) Actually didn't have to wait to get in, got seated right away on a Thursday at around 5 pm.  Started with king crab legs and shrimp cocktail. Excellent legs and perhaps the biggest shrimp I've seen at a casino buffet. 2nd plate was the smoked meats section. Really good BBQ style meats and I'm from an area that specializes in this, so I know good BBQ when I taste it. Italian and Asian sections I only dabbled in, for I was getting quite full. Desserts were fine, I'm not a huge sweet eater to judge. Service was great, never had an empty glass or dirty plate in front of me. 1 thing to improve; the prime rib. very dry and overcooked when I asked for medium rare.",2013-10-30 20:09:11
2577708,ZnjWndZ5cN2eoOoQZUPdjQ,4V6vZgVCfEfYwXFK3tnTQQ,RESDUcs7fIiihp38-d6_6g,2,1,0,0,Not impressed at all. I had high hopes and was really let down. Wicked spoon is way better. Nothing special at all here. Nothing was great and barely anything was good. Service wasn't even good. I will not be back.,2014-08-28 04:45:59
2577805,DlkWvOrGkFj0wEtgzh6VVA,ossjgUXd0_jYIAgiVGPHiA,RESDUcs7fIiihp38-d6_6g,5,0,0,0,"We ate labor $129 for 2, before the food is good, now the food is salty, too expensive, quality not like before and long line you have to wait for the kiosk, line to pay and line to wait for the table. Please close the mexican food section no one cares about it and you can eat better mexican food outside, taco bell is better. For the price is not worth coming.",2017-09-04 21:49:48
